english_text,uzbek_text,label
ive been cleaning the apartment trying to get life back in order after vacation and holiday mayhem and instead of feeling grumpy about it like i usually would i am feeling overwhelmingly blessed,"Men kvartirani tozalab, ta'til va bayram tartibsizliklaridan keyin hayotni qayta tiklashga harakat qildim va bu haqda odatdagidek g'azablanish o'rniga, o'zimni juda baxtli his qilyapman.",3
i feel like i cant do anything productive while hes home,U uyda bo'lganida men hech qanday samarali ish qila olmasligimni his qilyapman,1
i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,"Men boshqalar bilan yaqin munosabatlarda o'zimni eng zaif his qilganimda, men uchun eng qo'rqinchli bo'lgan xafagarchilikni qabul qilaman va men bu xafagarchilikni va barcha qo'rqinchli zaifligimni Xudoning sevgisiga bag'ishlayman, bu meni to'ldiradigan rahm-shafqat kursisiga.",4
ive been feeling wonderful and am now enjoying little karate chops inside my abdomen on a regular basis that make my heart spin circles of joy,Men o'zimni ajoyib his qildim va hozir qorin bo'shlig'imda muntazam ravishda yuragimni quvonch doiralariga aylantiradigan kichik karate pirzolalarini yoqtiraman,1
i feel just a bit grouchy,Men o'zimni biroz xira his qilyapman,3
i feel groggy and want to crawl back into be with my cat and my book,Men o'zimni holsiz his qilyapman va mushukim va kitobim bilan birga bo'lishni xohlayman,0
i feel horny i feel horny anyone wanna see me,"Men o'zimni shoxli his qilyapman, kimdir meni ko'rishni xohlaydi",2
im feeling generous this morning i will share them with you,"Bugun ertalab o'zimni saxiy his qilyapman, men ularni siz bilan baham ko'raman",2
i feel hurt upset or angry about something,Men biror narsadan xafa yoki g'azablanganimni his qilyapman,0
i am feeling a little dull this morning because we had a winetasting at our apartment yesterday to choose the wines for our wedding,"Bugun ertalab men o'zimni biroz zerikarli his qilyapman, chunki kecha bizning kvartiramizda to'yimiz uchun vino tanlash uchun vino ta'mi o'tkazdik.",0
i guess i made her feel unwelcome though i honestly didnt mean to,"O'ylaymanki, men uni yoqimsiz his qildim, garchi rostini aytsam, xohlamaganman",0
i feel i have no hope of supporting a family and purchasing a house in vancouver,Men oilamni boqishga va Vankuverda uy sotib olishga umidim yo'qligini his qilyapman,2
i decide to take ill still feel ive resolved a win win situation,Men hali ham g'alaba qozongan vaziyatni hal qilganimni his qilyapman,1
i also feel less inhibited about interacting with them,Men ham ular bilan muloqot qilishda o'zimni kamroq his qilyapman,0
i gained admission immediately after college so i feel i m of the privileged ones,"Men kollejni tugatgandan so'ng darhol o'qishga kirdim, shuning uchun o'zimni imtiyozlilar qatorida his qilaman",1
i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time,"Bir necha yil davomida men uning bu tomonini ko'rmadim, chunki u ba'zi dori-darmonlarni qabul qiladi, depressiya genetik bo'lishi mumkin va shuning uchun o'zimni doimo juda yomon his qilaman",0
i understand and feel for her pain neferet remains my most hated character in the house of night,men tushunaman va uning og'rig'ini his qilaman neferet tungi uydagi mening eng yomon ko'rgan xarakterim bo'lib qoladi,3
i just want the best for that boy maybe i can really stop feeling like im a heartless bitch,"Men o'sha bola uchun eng yaxshisini xohlayman, balki o'zimni yuraksiz kaltak kabi his qilishni to'xtata olaman",3
i loved them more than anyone else and if i wanted them to feel valued and appreciated then i ought to give them better treatment than random dinner company right,"Men ularni hammadan ko'ra ko'proq sevardim va agar men ular o'zlarini qadrli va qadrli bo'lishlarini istasam, ularga tasodifiy kechki ovqatdan ko'ra yaxshiroq munosabatda bo'lishim kerak.",1
i would put them and their feelings before mine which is why i said it is mad,"Men ularni va ularning his-tuyg'ularini o'zimdan oldin qo'ygan bo'lardim, shuning uchun men bu aqldan ozganligini aytdim",3
when i found out that i had passed the last two exams by a margin of three marks,Oxirgi ikki imtihonni uch ball bilan topshirganimni bilganimda,1
i can t feel saddened or that i should just stop caring,Men xafa bo'lmayman yoki shunchaki g'amxo'rlik qilishni to'xtatishim kerak,2
im not sure i can go back to aussie festivals that make me appalled at the youth of today and make me feel glad to be old er and way more sensible,"Men avstraliyalik festivallarga qaytib borishimga ishonchim komil emas, ular meni bugungi yoshlikdan dahshatga soladi va o'zimni qariganimdan xursand va yanada oqilona his qiladi.",1
i remember something about the artwork i spent hours with in school i feel smart and worthy,"Men maktabda soatlab o'tkazgan san'at asari haqida nimanidir eslayman, o'zimni aqlli va munosib his qilaman",1
i kuribayashi i had the feeling that had we met i would have liked him,"men kuribayashi menda shunday tuyg'u bor edi, agar biz uchrashganimizda uni yoqtirardim",2
i love it so much it adds just the right about of edge when im feeling rebellious,"Men uni shunchalik yaxshi ko'ramanki, men o'zimni isyonkor his qilganimda chekka o'ng tomonni qo'shadi",3
i woke up feeling distraught,Men bezovtalanib uyg'ondim,4
i won t do any weights till i feel more lively,Men o'zimni jonliroq his qilmagunimcha hech qanday og'irlik qilmayman,1
i shall just sleep feeling pissed psssh,Men shunchaki asabiylashib uxlayman psssh,3
i feel badly enough about myself and everything thats going on and some of these people that are supposed to be helping me arent particularly sympathetic,Men o'zimni va sodir bo'layotgan hamma narsani juda yomon his qilyapman va menga yordam berishi kerak bo'lgan ba'zi odamlar ayniqsa hamdard emaslar.,2
i asked how does the long grass feel he said this long grass feels lovely,"Men uzun o't qanday his qilishini so'radim, u bu uzun o't yoqimli ekanligini aytdi",2
i want to stop taking it one day but also feel terrified that lots of feelings of anxiety panic will come flooding back,"Men bir kun uni qabul qilishni to'xtatmoqchiman, lekin juda ko'p tashvish va vahima tuyg'ulari qaytib kelishidan qo'rqaman",4
i could see that when i am angry with my coworker i am also in a moment where i do not trust the other person s intentions i do not feel respected or appreciated by that person,"Men hamkasbimdan g'azablanganimda, men boshqa odamning niyatlariga ishonmaydigan bir lahzada ekanligimni ko'rdim.",1
i watch my friends going through changes and i feel envious,Men do'stlarimning o'zgarishlarini kuzataman va men hasad qilaman,3
im feeling glad that we got that first show out of the way and its in the rear view mirror,Men o'sha birinchi shouni yo'ldan olib tashlaganimizdan va orqa ko'zguda turganimizdan xursandman,1
i feel pretty blank right now and thats good,Men hozir juda bo'sh his qilaman va bu yaxshi,0
i really like it i feel so nostalgic watching decade as i remember a lot of the hesei kamen riders,"Menga bu juda yoqadi, men o'n yillikni tomosha qilish juda nostaljik his qilaman, chunki men Hesei kamen chavandozlarining ko'plarini eslayman",2
i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,"Men boshqalar nima qilayotganini ko'rib, o'zimni tashvishga solaman va men tengdoshlarim bilan ajrashishga tayyor emasligimni his qilaman yoki men to'xtab qolaman.",4
i believe most teenage girls feel like when they are influenced by the popular crowd and just want to fit in,"O'ylaymanki, ko'pchilik o'spirin qizlar mashhur olomon ta'sirida bo'lganlarida va shunchaki moslashishni xohlashlarini his qilishadi",1
i have been feeling pleased with myself for being really healthy this pregnancy,Men bu homiladorlikda haqiqatan ham sog'lom ekanligimdan mamnunman,1
i feel miserable just reading about americas heat wave and i live in the always hot middle east,"Men Amerikaning jazirama to'lqini haqida o'qib, o'zimni baxtsiz his qilaman va men doimo issiq Yaqin Sharqda yashayman",0
i began to kiss her again she slowly started lifting her head and feel suspicious,"men uni yana o'pa boshladim u sekin boshini ko'tarib, o'zini shubhali his qila boshladi",4
i wiggle my toes to feel the cool sheets across my skin bringing awareness back into my body as i descend down from a dream state back into my bed,"Men oyoq barmoqlarimni qimirlatib, terimdagi salqin choyshabni his qilyapman va tushimda yana karavotimga tushar ekanman.",1
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,Boshqalar o'z boyqushlarini osongina yaratishi va bo'sh tuvaldan boshlashdan qo'rqmasliklari uchun men o'zimning boyqushlarimni yaratishda foydalanadigan oddiy shakl shablonlarini baham ko'rish niyatida boyo'g'lini qanday bo'yashni o'zim yaratdim.,4
i can t help but feel appreciative of artists who produce such quality work,Bunday sifatli asarlar yaratayotgan ijodkorlarni qadrlamasdan ilojim yo'q,1
i feel sooooooooper vain taking pics of myself for the last hour,Oxirgi bir soat davomida o'zimni suratga olishni behuda his qilyapman,0
i have to be honest with a grandmother that passed away at i dread the idea that if i die young i wont get to do all of these things i really feel passionate about,"Men vafot etgan buvimga nisbatan halol bo'lishim kerak, agar yosh o'lsam, bularning barchasini qila olmayman, degan fikrdan qo'rqaman.",2
i feel distraught as ever,Men har doimgidek g'amgin his qilyapman,4
i feel the wrapping of the gift is almost as important as the gift itself,Men sovg'ani o'rashni sovg'aning o'zi kabi muhim deb bilaman,1
im feeling awkward every time i start a photoshoot,Har safar fotosessiya boshlaganimda o'zimni noqulay his qilaman,0
i am unable to conclude what kind of person i consider myself i can say feeling guilty and uncertain helps me to realize some of my flaws so hopefully i can move forward in my life to think about situations and my words more thoroughly before acting,"Men o'zimni qanday odam deb hisoblayman, degan xulosaga kela olmayapman, o'zimni aybdor va noaniq his qilish menga ba'zi kamchiliklarimni tushunishga yordam beradi, shuning uchun men hayotimda oldinga siljishim mumkin, deb umid qilamanki, harakat qilishdan oldin vaziyatlar va so'zlarim haqida chuqurroq o'ylayman.",0
i feel stupid dumb and unwanted,Men o'zimni ahmoq va nomaqbul his qilyapman,0
im still feeling needy and what my human family cannot possibly give me i am looking elsewhere,Men hali ham muhtojman va mening insoniy oilam menga bera olmaydigan narsani boshqa joydan qidiryapman,0
i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road,"Men bir hovuch tilla zargarlik buyumlarini ryukzaklaringizda olib yurishni yoki uni o'zingizning odamingizga qo'yishni tavsiya etmayman, men yo'lda sizni yoqimli ko'rinish va yoqimli his qilish uchun bir nechta qiziqarli zargarlik buyumlari kerak deb o'ylayman.",1
i couldnt help feeling charmed and amused,Men maftunkorlik va zavqlanishni his qilolmadim,1
i have come to a place in my life where i feel having a romantic partner is unnecessary,"Men hayotimda shunday joyga keldimki, u erda romantik sherigim kerak emasligini his qilaman",2
i feel like an idiotic twat for some of the things i have written in the past and for some of the things i have advertised having done,O'zimni o'tmishda yozgan ba'zi narsalarim va qilgan ba'zi narsalarim uchun ahmoqona sinovdek his qilyapman,0
day i received my te score and acceptance into my chosen course,Men o'z ballimni oldim va tanlagan kursimga qabul qilindim,1
i was feeling really frantic i knew i had to find james there too,"Men o'zimni juda g'azablantirdim, u erda ham Jeymsni topishim kerakligini bilardim",4
ive just come back from work and now im not in again saturday so im going to spend my time playing some games and tidying up the flat a bit its nice to just feel relaxed and in control for a change,"Men endigina ishdan qaytdim va endi shanba kuni boshqa kelmayapman, shuning uchun vaqtimni ba'zi o'yinlar o'ynash va kvartirani tartibga solish bilan o'tkazaman, bu shunchaki o'zingizni xotirjam his qilish va o'zgarishlarni nazorat qilish.",1
